hhsize,children,region,tenure,hhincome,gross_pay,number_in_work,food_and_drink,tobacco_alcohol,clothing,housing_and_energy,household_goods,health,transport,communication,recreation,education,restaurants_etc,misc_goods,total_consumption,non_consumption,total_expenditure,weight
2,0,West Midlands,Rented,393.804,0,2,41.835,0,9.25,53,1.195,0,21.975,6.435,32.675,0,54,25.95,219.355,10,309.772767424112,3982.141826838051
2,0,Wales,Owned outright,357.35,0,0,56.475,3.64,16.75,17.2,26.285,7.5,15.15,6.69,46.075,0,2.83,15.2,280.955,25.1746167224242,261.694162461599,3010.228991295228
4,2,Eastern,Rented,464.46,211.46,2,74.95,9.495,7.495,143.68,25.405,1.87,249.285,26.21,28.545,49.23,55.825,29.285,437.32,49.0538082444661,502.317739037078,3387.391433529471
2,0,Northern Ireland,Owned outright,235.442,0,0,30.42,0,0,14.71,2.17,0,19.985,2.54,18.61,0,58.15,14.13,168.77,23.3667427373171,254.742265888668,1171.4621483491755
1,0,West Midlands,Owned outright,125.582,0,0,27.715,0,0,10.8,3.09,0.14,0,3.23,2.31,0,3.3,4.97,47.13,8.65,46.255,3101.3715846491314
2,0,South East,Mortgaged,1160.22,824.14,2,65.885,19.38,0,18.24,197.015,7.66,175.19,26.69,171.395,0,90.37,106.035,830.71,176.24214159316,1033.19708920955,4410.447056516202
2,0,North West,Rented,370.272,0,1,64.98,0,4.5,84.2469230769231,0.945,3.025,58.685,6.2,5.5,0,11.145,21.575,243.81,27.4165431262698,345.720087610439,3780.3938988411214
2,0,Scotland,Owned outright,395.122,0,0,52.645,12.505,73.675,23.54,0.745,0.165,12.55,3.86,70.235,0,3.69,21.285,224.38,27.21715133312,241.039750092042,3248.4039755174726
2,0,South East,Mortgaged,590.02,0,2,23.23,0,0,16.97,7.32,1.295,76.25,20.9,41.15,0,35.125,13.38,291.88,210.201974362819,549.023390097562,4082.403676380043
2,0,Eastern,Mortgaged,2412.72,0,2,10.085,0,0,35.19,18.195,16.625,185.85,26.09,12.695,0,49.825,47.37,484.6,476.88513007821,1457.60813925594,3554.785999173973
1,0,Northern Ireland,Rented,72.112,0,0,13.42,1.895,0,8,0.015,0,0,2.15,6.495,0,0,0,43.015,0,54.954931122449,724.5936108689405
1,0,North West,Rented,349.8,468.1,1,28.525,0,14.895,110.75,5.715,0,31,7.43,16.41,0,4,11.66,264.52,9.45361807289066,190.72942392933,3990.4615865932046
4,0,London,Rented,762.4,0,3,49.945,3.605,2.495,8.08,9.25,0,29.46,34.29,22.32,0,12.705,25.115,266.075,14.3714259487601,330.430834649816,8131.703203584101
2,0,Eastern,Mortgaged,602.75,438,2,41.26,28.71,35,5.79,195.295,6.37,419.64,20.77,429.785,0,59.155,137.905,1602.6,533.6795,1505.67980714873,3821.34310676519
4,2,Eastern,Mortgaged,770.4482,641.57,2,115.405,27.735,0,29.96,0,0.745,80.11,25.39,21.285,15.38,20,40.03,298.44,193.33722403473,326.461242549794,3081.459126616494
2,0,Northern Ireland,Mortgaged,477.3,453.26,1,92.595,3.495,24.4,22.24,177.385,0,2.85,2.93,11.535,0,2.96,18.095,212.935,73.923,379.968027634748,749.7027957156157
5,3,South East,Mortgaged,428.18,90,2,1.445,0,5,6.23,281.165,3.25,32,5.54,39.155,0,11.585,52.555,587.995,314.224200808574,906.738202262711,2877.187788003142
2,0,London,Owned outright,1031.854,565.31,1,78.71,119.945,164.49,34.225,106.545,7.645,290.99,9.57,58.915,0,30.275,120.03,976.485,58.1763246473067,1503.28604817843,4091.298074196368
4,1,East Midlands,Rented,736.69,336.95,3,32.35,0,13.995,192.13,38.705,0,55.62,16.09,14.485,0,14.66,46.21,389.265,107.014877492221,503.012077766934,4727.9470774431265
1,0,Scotland,Rented,176.342,0,0,26.45,0,0,101.08,3.505,0,0,10,26.24,0,0,0,179.785,14.8349474906838,178.175,4358.829568065229
4,2,Scotland,Rented,356.23,0,0,81.71,30.805,18.485,0,163.575,1.23,67.585,5.08,22.185,0,62.885,17.605,500,70.45,425.848846153846,3113.488952460711
2,0,North West,Owned outright,1232.082,0,0,79.345,0,37.45,68.58,50.455,22.845,83,11.54,125.075,0,51.525,92.1234615384615,514.97,462.318561778778,1018.43186841034,3438.284378338106
4,2,Eastern,Mortgaged,606.0588,429.07,2,54.97,8.475,56.225,25.25,66.16,3.83,23,15.99,84.415,0,49.83,28.91,372.82,111.131713699479,485.411793110232,4353.807731095897
4,0,Scotland,Owned outright,756.912,0,2,56.305,18.965,22.69,17.74,16.235,0.995,341.795,21.325,237.49,3,17.725,93.195,451.485,107.225947826087,841.807943782383,6142.830905355641
2,0,London,Rented,273.07,0,0,61.27,23.95,0,216.86,1.225,0,0,0,2.43,0,36.79,2.485,284.975,29.3617915143603,284.105444265594,4038.831120785425
2,0,North East,Owned outright,385.344,364.22,1,12.37,1.495,0,4.23,0,0.99,48.32,6.26,461.55,0,10.275,22.285,793.76,104.085871764061,958.575917288602,3813.448079490041
2,0,South East,Mortgaged,434.19,385.56,2,57.115,2.98,1.45,30.865,3.51,0,29.635,5.76,18.86,0,22.545,21.9,196,136.4565,360.673741153081,3507.0660558335258
1,0,South East,Owned outright,364.988,0,0,24.77,0,9.5,10.75,5.05,0,12.5,4.62,5.02,0,9.78,21.68,85.17,52.6334474284711,162.173398556418,3220.6714430002503
3,0,North West,Mortgaged,587.94,0,1,63.865,43.55,63.245,27.23,17.14,3.46,38.255,0,162.64,0,123.275,27.39,665.54,439.8025,830.826023332488,7317.391102382406
2,0,London,Mortgaged,800.384,500.04,2,19.295,6.65,0,92.3,177.425,0,32.08,15.66,75.595,55.77,50.87,13.04,603.32615384615406,49.6578243283015,586.484525621052,4046.0265886817706
2,0,West Midlands,Mortgaged,1745.88,0,2,74.16,19.62,64.695,21,4.88,0,59.72,6.92,172.235,0,26.195,47.37,345.97,533.553436443003,1564.17283904949,4115.682715400695
5,3,South East,Mortgaged,3131.7148,0,2,114.535,4.565,14.7692307692308,62.59,10.455,2.07,15,15.77,91.235,0,33.24,97.335,568.35,466.117589637306,1564.17283904949,3013.2021186551806
4,2,North West,Rented,363.91,201.93,1,11.565,1.99,32.98,75.97,3.25,4.36,8.515,23.09,9.77,0,16.27,11.895,171.405,28.0485564788732,312.570453721256,3391.0141517411816
2,0,South West,Mortgaged,531.863,346.17,2,46.375,13.67,0,20.44,4.02,1.135,48.77,7.27,61.055,0,15.625,15.42,250.77,120.075500903416,281.145965745856,3464.517855043589
2,0,London,Mortgaged,1032.48,1043.35,2,74.43,5,87.24,32.57,4.27,13.43,132,16.61,11.645,0,68.1,16.885,356.125,406.341187913171,525.839386010363,5454.764287766145
2,1,Scotland,Mortgaged,519.37,580.47,2,44.135,9.285,1.965,14.61,1.075,0,89.16,21.38,114.28,0,17.67,23.945,165.065,57.6138903222689,445.585604672238,4702.5380814340915
1,0,North West,Rented,147.472,0,0,23.835,0,0,58.2530769230769,0.245,0,4.45,2,5.75,0,0,4.405,99.905,12.1622063569566,122.802136007377,3573.324322712515
1,0,Wales,Owned outright,144.55,0,0,21.11,0,0,19.53,3.85,0,10,3.46,13.005,0,11,9.04,117.105,18,105.681222155258,3907.214020514491
5,2,Scotland,Mortgaged,916.52,576.97,2,85.87,49.095,30.805,61.53,14.67,0.13,23.505,18.23,99.815,0,81.7,55.62,419.42,46.1532360588919,674.079600517306,3433.6373053217053
3,0,Scotland,Owned outright,652.614,0,1,126.675,0,14.5,16.55,14.655,12.38,42.965,4.91,56.28,0,30.59,50.16,317.455,78.8757087219721,401.030781027648,4724.124485123167
3,0,Eastern,Mortgaged,888.39,614.82,2,54,33.26,123.94,34.89,1.9,0,12.885,10.54,204.17,0,75.33,34.275,645.34,172.29144917557,647.60731194316,7317.391102382406
1,0,Scotland,Rented,57,0,0,9.6,1.895,0,5,0,1.15,0,0,2.43,0,0,0,21.815,1.15,23.7,4155.532615729527
1,0,South East,Owned outright,165.622,0,0,23.205,11.37,6.345,6.88,0,0.49,10,2.85,11.01,0,0,5.385,53.1,18.405873820887,100.841111056097,3542.1689460918133
2,0,London,Mortgaged,505,0,2,64.215,1.995,27.5,20.99,34.22,0.95,89.5,2.42,110.65,0,26.2,33.07,488.045,110.222209743807,556.711268664564,3449.927045142633
1,0,North West,Rented,104,0,0,28.565,25.04,0.845,19.21,1.75,0,0,5,7.83,0,21.77,10.77,111.425,0.780399347518068,109.34,3589.589078269912
2,1,Scotland,Owned outright,192.05,0,0,43.635,10.905,62.49,16.69,6.435,0,1.25,7.54,20.175,0,71.545,17.79,211.261538461538,82.846202173913,251.334902789589,3407.2539230350485
3,2,East Midlands,Rented,245.33,98.82,1,27.755,13.925,71.9230769230769,66.92,63.66,0,358.61,30.42,81.985,0,55.725,29.58,883.22,72.2884123845759,825.849687081407,3356.835679233466
2,0,West Midlands,Rented,443.51,271.02,2,45.145,13.36,0,125.09,1.75,1.19,1.45,0,54.3,0,23.515,13.215,234.03,94.1870179117945,418.593141870283,3997.881912861319
3,0,London,Owned outright,1273.46,0,2,114.805,0,126.33,48.195,359.175,19.27,1503.37230769231,25.02,49.45,0,111.8,246.97,2603.25,246.904426743054,1505.67980714873,3938.0446017092927
3,1,North East,Mortgaged,213.86,0,1,53.25,7.73,12.25,21.19,57.005,0,8.935,0,38.9,0,2.25,28.105,164.51,85.6563392048314,353.247671342887,2818.949469716972
4,2,Yorkshire,Mortgaged,870.85,696.98,2,98.1,24.45,0,111.86,2.99,6.5,178.275,10.615,21.03,0,98.35,42.205,551.49,168.381211466436,751.530229868646,2916.2881604260724
2,0,North West,Mortgaged,531.08,351.08,2,45.99,73.475,56.5,13.08,6.43,7.675,63.525,15.47,62.88,0,77.515,43.85,461.098,55.0117803867403,491.73,3506.0167167653053
2,0,North West,Owned outright,214.12,0,0,34.195,0,0,33.4,36.85,0.745,6,15.19,47.065,0,1.3,9.84,151.375,25.3655112270657,150.584752331606,4359.004457909931
1,0,Merseyside,Mortgaged,391.8,505.72,1,27.495,12.66,17.495,9,2.705,0.765,105.9,5.31,4.37,0,14.95,20.335,258.9,66.9978213198468,316.697006600377,4248.898808537507
3,1,South West,Mortgaged,906.67,680.82,2,58.48,11.2,16.99,29.84,114.99,0.895,21.35,13.85,50.935,0,99.16,52.61,724.395,226.228007606891,603.805326798182,3509.864293348777
2,0,North East,Mortgaged,562.14,436.88,2,37.025,15.69,2,17.44,5.175,0,27.65,6.08,198.915,0,59.8,27.75,480.235,116.73,765.022932885906,4410.122261090335
2,0,Wales,Mortgaged,500.9,315.06,2,36.12,0,0,19.03,2.425,1.36,43.04,3.87,22.75,0,37.025,8.52,150.235,26.6795,283.415,4640.05243834798
2,0,Northern Ireland,Owned outright,767.01,560.2,2,31.59,3.99,0,22.01,1.88,8.835,89.68,1.38,18.685,0,34.155,59.555,276.91,57.0641335514169,446.727459092923,1123.142582684031
2,0,East Midlands,Mortgaged,440.99,419.51,2,21.82,8.455,0,23.73,17.695,0,46.9,3.23,407.285,0,1.48,14.73,420.74,52.0419028486966,825.491064822225,3269.6156152536223
5,3,West Midlands,Rented,466.76,0,0,61.48,55.59,24.97,16.87,0,0,50.135,4.57,30.4,0,0,36.34,215.905,6.54,264.666927142857,2833.4403425638075
5,1,North West,Owned outright,580.38,0,3,132.66,0,64.71,26.4,2.84,157.485,651.6,0,1014.595,0,165.115,101.575,1182.315,35.9300283409636,1795.56303202811,3770.400193429524
4,2,South West,Rented,215.36,140.4,1,20.595,0,4.495,71.23,13.495,0,21.075,8.36,32.62,0,2.45,7.62,281.78,0.6,174.903140575119,3585.841438740558
1,0,South West,Mortgaged,864.04,0,1,32.955,0,0,85.49,3.3,3.25,0,10,22.615,0,0,57.06,403.98,72.2922011757182,255.877399579085,3664.441931802892
1,0,South East,Owned outright,117.812,0,0,23.095,0.895,24.5234615384615,18.8,1.93,1.775,1.445,6.7,3.675,0,0,0.5,74.12,12.68,129.931025038935,3220.6714430002503
1,0,West Midlands,Rented,139.042,147.06,1,8.92,11.28,0,47.19,6.69,0,0,0,11.46,0,15.925,0,136.97,12.6423873550241,107.387180399131,3673.0864869839497
3,1,Wales,Rented,439.97,545.69,1,42.28,21.125,8.5,138.87,99.655,2.22,72.43,4.375,12.05,2.5,3.84,49.47,512.945,26.3189814275101,293.795460099467,3816.1713642146906
3,2,South West,Rented,283.96,101.48,1,17.85,0,4,102.34,0,0,11.675,19.525,76.495,0,2.9,41.495,314.165,18.5439960272908,216.741564674179,3356.835679233466
2,0,Wales,Mortgaged,574.85,724.65,1,26.64,0,0,54.77,12.21,0,7.5,13.97,7.3,0,21.515,27.95,270.525,187.438359885151,336.480434469899,3914.53440972847
2,1,London,Owned outright,338.13,0,1,45.615,47.005,15.5,93.42,44.705,43,32.69,10.34,23.55,0,59.965,8.355,332.205,32.2823636451629,340.624619142857,4264.089240763138
2,0,Scotland,Mortgaged,475.48,401.82,2,20.82,45.82,0,23.41,0.35,2.09,38.695,4.62,19.97,0,17.5,13.3,117.34,174.108876279353,289.935,3701.943311359973
3,1,South East,Rented,180.5,0,0,92.585,1.225,47.665,23.3311538461538,331.97,6.81,5,22.15,52.1019230769231,0,55.725,8.14,510.03,14.3891183560561,222.235,3537.2720304401246
2,0,West Midlands,Mortgaged,1180.67,824.14,2,39.485,0,0,40.82,44.445,0,115.385,5.08,255.63,0,67.155,22.065,772.33,182.994478233701,803.137544791142,5265.833286959635
4,1,London,Mortgaged,947.91,0,3,105.62,0,149.42,17.3,23.54,0,107,17.18,172.39,6.855,73.955,183.495,684.935,147.495747391983,979.035863661972,6751.097785233412
4,2,Scotland,Rented,382.5,322.66,1,42.085,12.755,22.5,61.91,19.9088461538462,2.71,38,6.54,11.2,0,3.84,8.96,280.39,20.5270321375376,268.13419928697,3042.0589430312143
1,0,Scotland,Owned outright,115.87,0,0,11.515,0,0,25.11,3.065,0,0,4.92,9.23,0,0,8.89,77.08,0,81.8250441263677,3808.201384148939
2,0,Scotland,Owned outright,221.422,0,0,18.21,7.61,0,13.4,48.8,0.295,12.66,3.33,23.585,0,10.125,23.585,168.745,16.0260641507111,259.870732516338,2809.4554495759394
3,2,West Midlands,Rented,342.99,207.71,2,68.28,7.8,16.495,84.23,19.47,1.26,9.3,13.39,66.01,0,56.23,48.9238461538461,392.27,1.85,361.618373201668,2908.193259042666
2,0,Scotland,Owned outright,535.4988,347.64,1,56.395,1.795,29.185,6.99,81.275,0,10.56,8.95,35.09,0,91.73,17.29,275.695,44.32,467.680080979827,4036.982285284279
2,0,South West,Mortgaged,745.5,657.55,2,10.975,34.08,0,7.97,2,30,81.47,7.69,40.745,0,53.265,26.135,385.088846153846,147.061169717058,444.332508995149,3005.1072172717772
1,0,South East,Owned outright,114.632,0,0,34.335,4.495,0,37.6,15.54,0,0,4.62,2.43,0,2,34.305,141.058846153846,20.96,166.022108917001,3573.324322712515
6,4,South East,Rented,417.51,295.42,2,66.2,14.335,10.985,87.12,0.245,0,5.25,6.93,34.825,0,2.2,0,256.63,6,181.920904680438,3256.6487824820533
2,0,Scotland,Owned outright,406.944,0,0,31.865,0,0,16.57,8.2,0,106.16,4.15,30.315,0,18.875,11.045,333.69,57.4923200474267,305.809646876119,3423.9933795994984
2,0,South West,Owned outright,394.704,0,0,32.085,0,34.995,25.03,6.115,9.94,42.205,7.47,8.11,0,9.61,3.75,115.875,19.8031823570943,320.619511108866,3223.5196490425587
2,0,South East,Owned outright,469.861,314.38,2,69.045,1.675,13.35,16.55,33.07,1.03,53.8,29.205,61.555,5,6.65,19.215,218.995,33.4364743628186,330.737457271504,4324.226363077536
1,0,London,Owned outright,165.592,0,0,77.205,2.995,5,17.145,1.52,0,41,1.32,8.36,0,40.57,4.315,255.2,34.2382937138141,330.507914880856,3955.28374354434
2,0,Yorkshire,Mortgaged,564.29,448.36,2,33.535,0,4.5,20.79,0,20.99,315.99,49.73,152.395,0,47.43,50.88,1131.975,192.509033684079,569.567497621644,3690.175723237795
2,0,North East,Owned outright,296.644,0,0,41.95,0,26.48,18.63,71.04,0,11.87,2.33,270.945,0,11,25.155,620.355,59.574822661188,596.725,3127.205313138148
7,3,South East,Mortgaged,707.5962,423.02,2,76.66,2.89,25.49,17.78,19.455,2.3,29.14,10.32,92.46,37.5,39.175,65.88,501.06,135.70786115439,672.726038592022,2396.015856697544
2,0,South West,Mortgaged,1072.35,1042.93,2,11.745,34.08,80.295,53.63,1.5,2,160.382307692308,26.93,68.87,24.92,29.375,81.175,556.335,287.327237215929,781.751941273424,5314.302758205955
3,0,East Midlands,Mortgaged,917.4536,692.36,3,57.27,3.735,12,37.5,419.045,0,90.6,46.73,65.045,0,13.805,52.61,720.54,227.953945471935,827.509913209836,3926.426919168318
4,2,Eastern,Mortgaged,659.5988,580.41,1,73.38,10.87,20.235,23.88,53.095,4.235,46.35,9.02,57.9,0,40.16,19.35,239.77,208.147140832458,525.416032843561,3077.611550033021
1,0,West Midlands,Owned outright,167.602,0,0,17.54,0,0,41.08,203.785,2.55,0,4.34,13.175,0,0,24.335,366.395,20.6063611171139,359.389919656367,3384.26840058834
1,0,South East,Rented,142.85,0,0,11.545,2.49,0,75.21,6.69,2.34,35,15.87,8.8,0,32.97,11.96,227.98,12.2645745984115,232.940758794101,4514.0068288440525
5,3,South West,Mortgaged,937.2582,643.46,3,36.87,5.49,22.9230769230769,30.58,37.02,0,234.46,9.24,199.47,0,17.725,26.667,451.485,158.821904878508,897.904053903078,3679.582395501493
2,1,Yorkshire,Rented,238.14,183.99,2,23.275,0,37,52.7223076923077,1.425,0,32.24,51.105,32.38,0,48.145,42.62,223.501153846154,30.42,309.772767424112,3043.2332034170754
1,0,West Midlands,Mortgaged,373.5776,419.55,1,36.935,1.495,0,13.14,2.395,0.945,101.78,9.51,62.36,0,12.905,22.88,335.725,79.5258146442893,471.536942427677,4248.898808537507
2,0,East Midlands,Owned outright,487.0994,0,1,37.16,42.79,18.86,16.415,16.675,0.97,50.485,2.71,15.185,0,12.515,15.81,230.22,49.7614260475764,385.600684620141,5056.490142849891
1,0,Yorkshire,Rented,249.362,190.97,1,2.925,9.645,0,7.41,0,0,36.78,3.77,7.3,0,1.275,9.74,107.79,0,64.7544943820225,3824.341218388677
2,0,South East,Owned outright,201.01,0,0,38.64,4.435,16.315,19.65,1.58,1.775,0.01,5.77,33.195,0,2.15,27.785,154.185,32.8987527088851,228.2086870182,3116.736906719486
4,2,North West,Mortgaged,750.6394,828.46,2,90.905,27.125,54.375,25.84,105.98,0,33.895,11.44,156.92,0,61.42,24.53,686.893846153846,215.486857437028,912.165,4108.587184558448
2,0,London,Rented,133.41,81.24,1,24.54,28.86,0,66.265,1.75,0,1.2,2.77,10.05,0,1.125,1.42,116.105,0,133.58,4702.937829650561
2,0,Scotland,Owned outright,279.454,0,0,23.985,15.5,0,24.51,191.885,0,0.35,3.36,9.185,0,0,27.4,282.89,22.3063523867099,285.605,3064.944528423805
1,0,Wales,Owned outright,134.812,0,0,22.425,0.895,1.5,15.79,0.33,0,4.5,4.93,21.43,0,5.685,3.67,65.42,13.5062865647131,100.786218405251,4374.819496723801
1,0,Scotland,Mortgaged,375.4,416.53,1,22.415,20,0,26.58,1.02,0,18.88,9.74,11.69,0,21.93,24.185,159.335,76.3110323769815,274.843,3569.951447136096
3,0,Merseyside,Owned outright,886.712,0,1,52.685,0,279.095,46.995,27.84,6.25,125.365,25.62,106.67,0,70.8,45.91,580.31,53.1555066825026,629.217951711786,4901.487771915769
3,1,Yorkshire,Mortgaged,1261.8,429.46,2,122.625,100.995,0,64.27,219.375,1.695,95.11,48.46,90.865,0,9.965,126.835,896.535,799.674929238033,1716.64749034165,2964.158009347694
1,0,Northern Ireland,Owned outright,28.85,0,0,32.51,0,0,7.73,1.535,0,2.3,9.23,47.07,0,12.92,5.77,132.165,20.0089696576343,145.115,1041.069276991167
1,0,Scotland,Rented,365.97,469.82,1,22.545,20,0,106.08,0,0,62.485,3.77,3.68,106.54,3.425,23.445,300.527692307692,34.8898319275996,353.797249467078,4361.153104573446
4,2,East Midlands,Mortgaged,547.0688,0,2,100.11,28.075,54,32.99,1.76,0,17,9.62,10.28,0,52.945,59.34,242.915,131.834504929959,405.08163553811,2168.2842946304313
1,0,London,Owned outright,141.692,0,0,86.21,2.5,19.995,17.145,0,0,10,4.38,30.845,0,0,15.33,216.175,35.3748458274399,225.13984582744,4044.552517133561
2,0,North West,Owned outright,2003.13,1929.08,1,2.72,1.59,22.5,447.99,954.065,0,130.85,53.665,449.405,169.23,9.285,146.14,1071.99,263.208933636557,2563.40677400478,3133.2015363851137
4,0,South East,Owned outright,495.02,0,1,71.87,0,5.745,39.41,15.63,3.44,0,15.39,2.325,0,33.45,73.395,219.07,241.593841459694,392.026203720034,5859.209545774109
2,1,North West,Rented,359,228.34,1,41.075,1.69,10.25,67.62,4.95,0,31,12.69,8.565,0,11.145,12.105,179.14,2.38,214.22,2807.706551128908
2,1,Wales,Rented,136,0,0,30.115,0,4,109.92,0.49,0.945,29.23,5.01,36.33,0.8,15.725,14.72,269.77,13.9341089513337,270.33,3787.4394611563007
1,0,Wales,Rented,207.95,287.33,1,11.59,0,0,71.29,0.645,24.56,55.19,13.62,38.535,0,42.425,53.7984615384615,483.37,10.38,267.759084125343,4624.81203759528
2,0,Northern Ireland,Owned outright,621.66,0,0,82.52,9.38,2.09,43.175,2.675,7.045,113.97,7.62,106.42,0,13.52,56.865,522.735,52.1113220675944,583.26320774819,1501.7541122029602
1,0,London,Mortgaged,707.44,990.54,1,33.25,1.895,61.49,27.74,0.49,0,67.69,2.42,74.925,0,44.1,43.455,312.69,219.348467144926,462.912416770046,5009.844522841183
2,0,Scotland,Owned outright,448.78,470.34,1,55.475,5.485,68.895,38.12,16.13,21.285,31.005,5.55,82.535,0,22.79,38.27,387.62,96.760069832573,454.936409735681,3636.35961959626
2,1,Yorkshire,Rented,59.5,0,0,19.46,0,0,21.0788461538462,1.95,0,1.25,1.19,7.335,0,2.95,6.58,54.73,0,58.9327745381456,2984.795011022674
2,0,Northern Ireland,Owned outright,727.794,451.23,2,34.445,0,11.25,29.585,5.99,0,3,22.27,25.205,0,23.15,45.495,276.955,36.3312119639746,364.065,1367.263821626188
4,1,Eastern,Mortgaged,2564.72,0,2,75.73,13.465,44.95,48.36,9.73,51.64,70.06,27.39,132.91,0,114.345,62.995,525.6,476.88513007821,1115.47512089237,5206.970362085212
3,1,South West,Mortgaged,567.272,262.02,3,102.385,0,123.725,33.09,6.58,0.295,45.82,28,73.435,0,65.18,35.59,576.4,103.404583167758,532.4265,2946.6190563503155
4,0,London,Owned outright,3386.1588,3695.2,4,269.605,0,2.75,1425.93,20.025,0,1253.22,37.925,37.42,0,208.315,117.305,3038.745,276.325120892365,2721.37817739669,8334.750313284538
1,0,Scotland,Rented,157.292,0,0,21.175,0,7,68.13,2.905,0,2.5,3,16.04,0,3,12.39,108.69,66.8379789947832,189.262206356957,4358.829568065229
3,0,Northern Ireland,Rented,322.3688,47.75,2,27.74,9.185,11.99,106.08,31.31,0,46.97,4.79,33.17,0,121.915,5.13,335.185,0,340.518815813412,1152.2992182224093
4,1,Scotland,Mortgaged,559.97,541.43,3,60.37,0.895,0,172.4,5.69,0.195,23.505,10.85,58.3,0,19.755,29.54,350.065,130.30571852548,310.43740707741,4521.602044956869
1,0,East Midlands,Rented,679.1,583.89,1,0.745,0,12.995,177.28,9.645,20.99,183.455,6.23,21.03,0,33.555,53.425,326.015,18.5365164733655,396.347235640363,3359.059278687551
5,3,Yorkshire,Rented,697.4376,437.8,2,53.37,41.975,11.115,142.02,8.925,0,53,8.68,41.64,0,24.05,19.78,318.24,21.16,353.407339987893,2627.22023139519
2,0,Eastern,Owned outright,391.964,0,0,52.645,92,0,51.6,9.615,0.845,5.005,1.33,24.445,0,9.45,14.27,163.07,73.8106230737099,191.381153846154,2971.903131041696
3,1,West Midlands,Mortgaged,681.14,352.98,2,109.92,0,5.3,27.24,11.105,2.3,7,5.77,52.665,0,19.815,52.33,278.59,101.873049669245,503.013965907936,3196.4616916406208
2,0,Yorkshire,Owned outright,526.732,0,0,57.565,6.805,2.25,55.33,5.185,1.325,43.35,4.62,34.395,0,1.045,21.535,280.258076923077,43.7853338952372,316.84,3415.1989188372804
4,0,North East,Rented,379.142,348.49,2,30.55,32.865,67.985,62.5976923076923,0,0,216.485,17.34,12.81,0,7.615,60.325,467.025,16.2915091487965,417.142852851179,5228.531781510789
2,0,Wales,Owned outright,512.172,534.91,2,39.545,35.735,0.15,6.9,3.49,1.28,14.5,6.92,44.17,0,3.175,27.79,161.46,33.2828258115699,207.102529821074,3826.3649437345234
1,0,East Midlands,Mortgaged,237,309.35,1,19.815,11.365,0,28.355,0,0.08,32.7,5,10.11,0,1.5,11.68,154.965,74.354238317757,176.119518502136,3654.723053290094
2,0,Eastern,Owned outright,336.994,0,0,50.14,43.71,63.225,46.185,12,0,0.38,5.67,31.41,0,37.335,16.69,335.615,32.2728853702429,317.896104585671,4169.223992143414
